entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_party_short_raw,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_party_short_raw,runnerup_votes,margin_votes,margin_pct,source_id,processing_level,processing_note
IN-AC-1976-bihar-1,bihar,2005,DHANAHA,120846,59357,49.12,RAJESH SINGH,parties.IN.RJD,RJD,19164,32.29,RAMADHAR YADAV,parties.IN.SP,SP,17700,1464,2.47,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-72,bihar,2005,PUPRI,218345,96654,44.27,SHAHID ALI KHAN,parties.IN.JDU,JD(U),38301,39.63,RAM DULARI DEVI,parties.IN.RJD,RJD,31639,6662,6.9,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-73,bihar,2005,BENIPATTI,212369,91386,43.03,SHALIGRAM YADAV,parties.IN.JDU,JD(U),38825,42.48,YUGESHWAR JHA,parties.IN.INC,INC,31447,7378,8.07,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-74,bihar,2005,BISFI,209576,82525,39.38,HARI BHUSHAN THAKUR,parties.IN.IND,IND,33772,40.92,MD. AHMAR HASSAN,parties.IN.INC,INC,26967,6805,8.24,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-75,bihar,2005,HARLAKHI,201342,102017,50.67,RAM NARESH PANDEY,parties.IN.CPI,CPI,37437,36.7,SITA RAM YADAV,parties.IN.RJD,RJD,34574,2863,2.81,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-76,bihar,2005,KHAJAULI,199948,91482,45.75,RAM PRIT PASWAN,parties.IN.BJP,BJP,37827,41.35,RAM LAKHAN RAM RAMAN,parties.IN.RJD,RJD,29687,8140,8.9,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-77,bihar,2005,BABUBARHI,185465,92458,49.85,KAPIL DEB KAMAT,parties.IN.JDU,JD(U),39826,43.07,UMA KANT YADAV,parties.IN.RJD,RJD,37744,2082,2.25,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-78,bihar,2005,MADHUBANI,226124,101029,44.68,RAM DEO MAHTO,parties.IN.BJP,BJP,38007,37.62,ASLAM,parties.IN.RJD,RJD,26055,11952,11.83,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-79,bihar,2005,PANDAUL,210338,88065,41.87,VINOD NARAYAN JHA,parties.IN.BJP,BJP,33552,38.1,NAIYAR AZAM,parties.IN.RJD,RJD,30241,3311,3.76,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-80,bihar,2005,JHANJHARPUR,199558,87331,43.76,NITISH MISHRA,parties.IN.JDU,JD(U),41004,46.95,RAM AUTAR CHAUDHARY,parties.IN.RJD,RJD,24344,16660,19.07,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-81,bihar,2005,PHULPARAS,191000,83998,43.98,DEO NATH YADAV,parties.IN.SP,SP,29500,35.12,BHARAT BHUSHAN MANDAL,parties.IN.JDU,JD(U),24522,4978,5.93,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-82,bihar,2005,LAUKAHA,182413,85440,46.84,HARI PRASAD SAH,parties.IN.JDU,JD(U),35737,41.83,ANIS AHMAD,parties.IN.RJD,RJD,26990,8747,10.24,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-83,bihar,2005,MADHEPUR,216636,88332,40.77,JAGAT NARAYAN SINGH,parties.IN.RJD,RJD,31544,35.71,ROOP NARAYAN JHA,parties.IN.LJP,LJP,24765,6779,7.67,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-84,bihar,2005,MANIGACHHI,194680,86701,44.54,LALIT KUMAR YADAV,parties.IN.RJD,RJD,32553,37.55,PRABHAKAR CHAUDHARY,parties.IN.JDU,JD(U),30625,1928,2.23,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-85,bihar,2005,BAHERA,196358,86936,44.27,ABDUL BARI SIDDIQUI,parties.IN.RJD,RJD,38910,44.76,RAM NARAYAN THAKUR,parties.IN.BJP,BJP,31096,7814,8.99,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-86,bihar,2005,GHANSHYAMPUR,232083,101950,43.93,IZHAR AHMAD,parties.IN.LJP,LJP,33888,33.24,DR. MAHABIR PRASAD,parties.IN.RJD,RJD,29035,4853,4.76,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-87,bihar,2005,BAHERI,224526,94035,41.88,HARE KRISHNA YADAV,parties.IN.RJD,RJD,33420,35.54,NARENDRA KUMAR SINGH,parties.IN.JDU,JD(U),26465,6955,7.4,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-88,bihar,2005,DARBHANGA RURAL,193346,84423,43.66,PITAMBER PASWAN,parties.IN.RJD,RJD,31258,37.03,RAM CHANDRA PASWAN,parties.IN.JDU,JD(U),20864,10394,12.32,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-89,bihar,2005,DARBHANGA,209630,99154,47.3,SANJAY SARAOGI,parties.IN.BJP,BJP,53263,53.72,DR. MADAN MOHAN JHA,parties.IN.INC,INC,28280,24983,25.2,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-90,bihar,2005,KEOTI,231807,96210,41.5,ASHOK KUMAR YADAV,parties.IN.BJP,BJP,41817,43.46,MAHBOOB AHMAD KHAN,parties.IN.RJD,RJD,35165,6652,6.91,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-91,bihar,2005,JALE,215674,87811,40.71,RAM NIWAS PD.,parties.IN.RJD,RJD,30422,34.64,VIJAY KUMAR MISHRA,parties.IN.BJP,BJP,30218,204,0.23,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-92,bihar,2005,HAYAGHAT,184767,84170,45.55,HARINANDAN YADAV,parties.IN.RJD,RJD,25841,30.7,UMA KANT CHAUDHARY,parties.IN.JDU,JD(U),23917,1924,2.28,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-93,bihar,2005,KALYANPUR,218037,103354,47.4,ASHWAMEDH DEVI,parties.IN.JDU,JD(U),47220,45.69,ASHOK PRASAD VERMA,parties.IN.RJD,RJD,41293,5927,5.74,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-94,bihar,2005,WARISNAGAR,191056,91392,47.84,MAHESHWAR HAZARI,parties.IN.LJP,LJP,33565,36.73,BHIKHAR BAITHA,parties.IN.RJD,RJD,29886,3679,4.03,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-95,bihar,2005,SAMASTIPUR,238529,107943,45.25,RAMNATH THAKUR,parties.IN.JDU,JD(U),45969,42.59,NIZAM AHMAD,parties.IN.RJD,RJD,32787,13182,12.22,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-96,bihar,2005,SARAIRANJAN,236874,107476,45.37,RAMCHANDRA SINGH NISHAD,parties.IN.RJD,RJD,36995,34.42,VIJAY KUMAR CHAUDHARY,parties.IN.JDU,JD(U),27725,9270,8.62,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-97,bihar,2005,MOHIUDDIN NAGAR,235181,102354,43.52,AJAI KUMAR BULGANIN,parties.IN.RJD,RJD,45219,44.18,RANA GANGESHWAR PRASAD SINGH,parties.IN.LJP,LJP,39148,6071,5.93,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-98,bihar,2005,DALSINGHSARAI,230174,115316,50.1,RAM LAKHAN MAHTO,parties.IN.RJD,RJD,41456,35.95,SHEEL KUMAR ROY,parties.IN.LJP,LJP,38884,2572,2.23,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-99,bihar,2005,BIBHUTPUR,238682,125092,52.41,RAM DEO VERMA,parties.IN.CPIM,CPM,54616,43.66,RAM BALAK SINGH,parties.IN.LJP,LJP,41865,12751,10.19,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-100,bihar,2005,ROSERA,194804,97890,50.25,GAJENDRA PRASAD SINGH,parties.IN.RJD,RJD,38142,38.96,ASHOK KUMAR,parties.IN.JDU,JD(U),35010,3132,3.2,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-101,bihar,2005,SINGHIA,215450,85076,39.49,DR. ASHOK KUMAR,parties.IN.INC,INC,32764,38.51,RAM SEWAK HAZARI,parties.IN.LJP,LJP,21323,11441,13.45,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-102,bihar,2005,HASANPUR,184600,85216,46.16,SUNIL KUMAR PUSHPAM,parties.IN.RJD,RJD,31553,37.03,RAM NARAYAN MANDAL,parties.IN.LJP,LJP,24115,7438,8.73,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-103,bihar,2005,BALIA,190720,92613,48.56,JAMSHED ASRAF,parties.IN.JDU,JD(U),46987,50.73,SRINARAYAN YADAV,parties.IN.RJD,RJD,28992,17995,19.43,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-104,bihar,2005,MATIHANI,191557,100286,52.35,NARENDAR KUMAR SINGH,parties.IN.IND,IND,47906,47.77,ABHAY KUMAR SINGH,parties.IN.INC,INC,25518,22388,22.32,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-105,bihar,2005,BEGUSARAI,229749,109670,47.73,BHOLA SINGH,parties.IN.BJP,BJP,39768,36.26,KAMLI MAHATO,parties.IN.CPI,CPI,27733,12035,10.97,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-106,bihar,2005,BARAUNI,217534,96342,44.29,RAJENDRA PRASAD SINGH,parties.IN.CPI,CPI,34102,35.4,SURENDRA MEHTA,parties.IN.BJP,BJP,29145,4957,5.15,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-107,bihar,2005,BACHWARA,194151,102280,52.68,RAMDEO RAI,parties.IN.INC,INC,36807,35.99,AWDHESH KUMAR RAI,parties.IN.CPI,CPI,33789,3018,2.95,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-108,bihar,2005,CHERIA BARIARPUR,186642,95944,51.41,ANIL CHAUDHARY,parties.IN.LJP,LJP,32892,34.28,KUMARI SAVITRI,parties.IN.RJD,RJD,32359,533,0.55,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-109,bihar,2005,BAKHRI,181931,90405,49.69,RAM BINOD PASWAN,parties.IN.CPI,CPI,37876,41.9,RAMANAND RAM,parties.IN.RJD,RJD,24109,13767,15.23,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-110,bihar,2005,RAGHOPUR,218426,116333,53.26,NIRAJ KUMAR SINGH BABLU,parties.IN.JDU,JD(U),45079,38.75,JAI VARDHAN YADAV,parties.IN.INC,INC,25691,19388,16.67,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-111,bihar,2005,KISHUNPUR,195677,92555,47.3,ANIRUDDHA PRASAD YADAV,parties.IN.JDU,JD(U),52668,56.9,VIJAY KUMAR GUPTA,parties.IN.INC,INC,27107,25561,27.61,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-112,bihar,2005,SUPAUL,219110,102495,46.78,BIJENDRA PRASAD YADAV,parties.IN.JDU,JD(U),48457,47.28,MD. ISRAIL RAYEEN,parties.IN.RJD,RJD,36222,12235,11.94,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-113,bihar,2005,TRIBENIGANJ,181722,87077,47.92,VISHWA MOHAN KUMAR,parties.IN.JDU,JD(U),30889,35.47,ANITA DEVI,parties.IN.RJD,RJD,23459,7430,8.53,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-114,bihar,2005,CHHATAPUR,180636,83111,46.01,VISHWA MOHAN BHARTI,parties.IN.JDU,JD(U),39949,48.07,MAHENDRA NARAYAN SARDAR,parties.IN.RJD,RJD,28014,11935,14.36,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-115,bihar,2005,KUMARKHAND,187727,71471,38.07,RAMESH RISHIDEV,parties.IN.JDU,JD(U),32198,45.05,AMIT KUMAR BHARTI,parties.IN.RJD,RJD,30220,1978,2.77,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-116,bihar,2005,SINGHESHWAR,203957,81894,40.15,RAMESHWAR PRASAD YADAV,parties.IN.JDU,JD(U),28917,35.31,ARVIND KUMAR,parties.IN.RJD,RJD,27986,931,1.14,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-117,bihar,2005,SAHARSA,248520,104336,41.98,SAJEEV KUMAR JHA,parties.IN.BJP,BJP,40816,39.12,DR. ABDUL GAFOOR,parties.IN.RJD,RJD,34657,6159,5.9,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-118,bihar,2005,MAHISHI,226635,84072,37.1,GUNJESHWAR SAH,parties.IN.JDU,JD(U),38283,45.54,SURENDRA YADAV,parties.IN.RJD,RJD,31400,6883,8.19,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-119,bihar,2005,SIMRI-BAKHTIARPUR,206867,93989,45.43,DINESH CHANDRA YADAV,parties.IN.JDU,JD(U),43246,46.01,CH. MEHBOOB ALI KAISER,parties.IN.INC,INC,35184,8062,8.58,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-120,bihar,2005,MADHEPURA,224707,88790,39.51,MANINDRA KUMAR MANDAL,parties.IN.JDU,JD(U),34582,38.95,DR. ASHOK KUMAR,parties.IN.RJD,RJD,26710,7872,8.87,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-121,bihar,2005,SONBARSA,219861,99457,45.24,KISHORE KUMAR,parties.IN.IND,IND,46759,47.01,RANJIT YADAV,parties.IN.RJD,RJD,30598,16161,16.24,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-122,bihar,2005,KISHANGANJ,177504,81787,46.08,RENU KUMARI,parties.IN.JDU,JD(U),37286,45.59,PROF. RABINDRA CHARAN YADAV,parties.IN.IND,IND,15738,21548,26.35,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-123,bihar,2005,ALAMNAGAR,192788,86876,45.06,NARENDRA NR. YADAV,parties.IN.JDU,JD(U),39676,45.67,CHANDESHWARI SINH,parties.IN.LJP,LJP,29589,10087,11.61,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-124,bihar,2005,RUPAULI,173420,88272,50.9,BIMA BHARTI,parties.IN.RJD,RJD,28681,32.49,SHANKAR SINGH,parties.IN.LJP,LJP,26690,1991,2.25,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-125,bihar,2005,DHAMDAHA,200908,99384,49.47,DILIP KUMAR YADAV,parties.IN.RJD,RJD,39175,39.42,LESHI SINGH,parties.IN.JDU,JD(U),35578,3597,3.62,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-126,bihar,2005,BANMANKHI,195997,81589,41.63,KRISHNA KUMAR RISHI,parties.IN.BJP,BJP,38140,46.75,KANT LAL RISHI,parties.IN.RJD,RJD,29320,8820,10.81,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-127,bihar,2005,RANIGANJ,223656,107280,47.97,RAMJI DAS RISHIDEV,parties.IN.BJP,BJP,34796,32.43,SHANTI DEVI,parties.IN.RJD,RJD,30690,4106,3.82,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-128,bihar,2005,NARPATGANJ,222407,116930,52.57,JANARDAN YADAV,parties.IN.BJP,BJP,36329,31.07,ANIL KUMAR YADAV,parties.IN.RJD,RJD,32122,4207,3.6,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-129,bihar,2005,FORBESGANJ,231039,128594,55.66,LAXMI NARAYAN MEHTA,parties.IN.BJP,BJP,61354,47.71,ZAKIR HUSSAIN KHAN,parties.IN.RJD,RJD,55293,6061,4.71,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-130,bihar,2005,ARARIA,209547,110331,52.65,PRADEEP KUMAR SINGH,parties.IN.BJP,BJP,36089,32.71,MOIDUR RAHMAN,parties.IN.INC,INC,32938,3151,2.86,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-131,bihar,2005,SIKTI,250319,136284,54.44,MURLI DHAR MANDAL,parties.IN.JDU,JD(U),47758,35.04,AFTAB AZIM,parties.IN.LJP,LJP,25934,21824,16.01,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-132,bihar,2005,JOKIHAT,202555,105089,51.88,MANZAR ALAM,parties.IN.JDU,JD(U),39007,37.12,SARFRAZ ALAM,parties.IN.RJD,RJD,36481,2526,2.41,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-133,bihar,2005,BAHADURGANJ,201468,94572,46.94,MD. TOUSIF ALAM,parties.IN.INC,INC,58938,62.32,SIKANDAR SINGH,parties.IN.IND,IND,15917,43021,45.49,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-134,bihar,2005,THAKURGANJ,231237,130275,56.34,GOPAL KUMAR AGARWAL,parties.IN.SP,SP,38592,29.62,DR. MOHAMMAD JAWAID,parties.IN.INC,INC,32483,6109,4.69,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-135,bihar,2005,KISHANGANJ,233390,120867,51.79,AKHATARUL IMAN,parties.IN.RJD,RJD,47693,39.46,SANJEEV KUMAR YADAV,parties.IN.BJP,BJP,39239,8454,7.0,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-136,bihar,2005,AMOUR,198408,85705,43.2,ABDUL JALIL MASTAN,parties.IN.INC,INC,42041,49.05,SABA ZAFAR,parties.IN.SP,SP,27423,14618,17.05,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-137,bihar,2005,BAISI,176856,94247,53.29,SYED RUKNUDIN,parties.IN.IND,IND,30153,31.99,ABDUS SUBHAN,parties.IN.RJD,RJD,26042,4111,4.36,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-138,bihar,2005,KASBA,226320,126822,56.04,PRADIP KUMAR DAS,parties.IN.BJP,BJP,49113,38.73,MD. AFAK ALAM,parties.IN.RJD,RJD,43104,6009,4.74,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-139,bihar,2005,PURNEA,228357,118804,52.03,RAJ KISHORE KESHRI,parties.IN.BJP,BJP,46841,39.43,RAM CHARITRA YADAV,parties.IN.RJD,RJD,30262,16579,13.96,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-140,bihar,2005,KORHA,192880,108471,56.24,SUNITA DEVI,parties.IN.INC,INC,49632,45.76,MAHESH PASWAN,parties.IN.BJP,BJP,37483,12149,11.2,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-141,bihar,2005,BARARI,178771,104698,58.57,BIBHASH CHANDRA. CHAUDHARY,parties.IN.BJP,BJP,38493,36.77,MUHAMMED SHAKUR,parties.IN.NCP,NCP,35330,3163,3.03,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-142,bihar,2005,KATIHAR,234387,118602,50.6,TAR KISHOR PRASAD,parties.IN.BJP,BJP,47777,40.28,DR. RAM PRAKASH MAHTO,parties.IN.RJD,RJD,47661,116,0.09,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
