external_key,party_short_raw,state,year,n_rows,bucket,tcpd_party_id,tcpd_party_type,tcpd_party_name,tcpd_frequent_abbrev,tcpd_start_year,tcpd_last_year,tcpd_state_disambiguation,current_party_id,proposed_party_id,action,oracle,curator_note
SJD,SJD,kerala,2011,6,B2,8009,,SOCIALIST JANTA (DEMOCRATIC),SJD,2011,2011,year-match,parties.IN.UNK,parties.IN.SJD,mint-new,tcpd-catalogue-B2,TCPD pid 8009 ('SOCIALIST JANTA (DEMOCRATIC)'); minting new slug 'parties.IN.SJD' from frequent_abbrev 'SJD'.
SMASP,SMASP,madhya-pradesh,2018,3,B2,7534,,Saman Aadmi Saman Party,SADSP,2018,2019,singleton,parties.IN.UNK,parties.IN.SADSP,alias-add,tcpd-catalogue-B2,TCPD pid 7534 ('Saman Aadmi Saman Party'); bridges to existing canonical via abbreviation 'SADSP'.
SNVRP,SNVRP,madhya-pradesh,2018,11,B2,7664,,Sanjhi Virasat Party,SJVP,2018,2019,singleton,parties.IN.UNK,parties.IN.SJVP,alias-add,tcpd-catalogue-B2,TCPD pid 7664 ('Sanjhi Virasat Party'); bridges to existing canonical via abbreviation 'SJVP'.
SP(MP),SP(MP),madhya-pradesh|rajasthan,2018,5,B2,12553,Local Party,Sarvadharam Party (Madhya Pradesh),SDP(MP),1996,2019,singleton,parties.IN.UNK,parties.IN.SDP_MP,alias-add,tcpd-catalogue-B2,TCPD pid 12553 ('Sarvadharam Party (Madhya Pradesh)'); bridges to existing canonical via abbreviation 'SDP(MP)'.
SPI,SPI,uttar-pradesh|west-bengal,2013-2014,2,B2,12819,Local Party,Secular Party of India,SPI,1999,2013,singleton,parties.IN.UNK,parties.IN.SPI,mint-new,tcpd-catalogue-B2,TCPD pid 12819 ('Secular Party of India'); minting new slug 'parties.IN.SPI' from frequent_abbrev 'SPI'.
SPKP,SPKP,madhya-pradesh,2018,107,B2,18322,,Sapaks Party,SPAKP,2018,2020,singleton,parties.IN.UNK,parties.IN.SPAKP,alias-add,tcpd-catalogue-B2,TCPD pid 18322 ('Sapaks Party'); bridges to existing canonical via abbreviation 'SPAKP'.
SPP,SPP,delhi|uttar-pradesh,2014-2015,10,B2,16962,Local Party,Samyak Parivartan Party,SPP,2014,2015,singleton,parties.IN.UNK,parties.IN.SPP,mint-new,tcpd-catalogue-B2,TCPD pid 16962 ('Samyak Parivartan Party'); minting new slug 'parties.IN.SPP' from frequent_abbrev 'SPP'.
SRP,SRP,kerala,2012-2026,2,B2,12053,State-based Party,Revolutionary Socialist Party,RSP,1962,2021,year-match,parties.IN.UNK,parties.IN.RSP,alias-add,tcpd-catalogue-B2,TCPD pid 12053 ('Revolutionary Socialist Party'); bridges to existing canonical via abbreviation 'RSP'.
SS,SS,bihar|karnataka|maharashtra|uttar-pradesh,2013-2018,5,B2,18691,State-based Party,shiv sena,SHS,1971,2021,singleton,parties.IN.UNK,parties.IN.SHS,alias-add,tcpd-catalogue-B2,TCPD pid 18691 ('shiv sena'); bridges to existing canonical via abbreviation 'SHS'.
SVP,SVP,karnataka,2008,1,B2,12731,State-based Party,Sarvodaya Party,SVP,1991,2008,year-match,parties.IN.UNK,parties.IN.SVP,mint-new,tcpd-catalogue-B2,TCPD pid 12731 ('Sarvodaya Party'); minting new slug 'parties.IN.SVP' from disambiguated abbreviation 'SVP'. Disambiguated against existing canonical parties.IN.SP with incompatible Party_Name.
SWBI,swbi,madhya-pradesh,2019,1,B2,8184,,Swarnib Bharat Inquilab,SBI,2013,2019,singleton,parties.IN.UNK,parties.IN.SBI,alias-add,tcpd-catalogue-B2,TCPD pid 8184 ('Swarnib Bharat Inquilab'); bridges to existing canonical via abbreviation 'SBI'.
SWBP,SWBP,telangana,2018,1,B2,18091,,Swarna Bharat Party,SWABP,2018,2021,singleton,parties.IN.UNK,parties.IN.SWABP,alias-add,tcpd-catalogue-B2,TCPD pid 18091 ('Swarna Bharat Party'); bridges to existing canonical via abbreviation 'SWABP'.
TPJP,TPJP,telangana,2018,17,B2,8283,,Telangana Prajala Party,TGPJP,2018,2019,singleton,parties.IN.UNK,parties.IN.TGPJP,alias-add,tcpd-catalogue-B2,TCPD pid 8283 ('Telangana Prajala Party'); bridges to existing canonical via abbreviation 'TGPJP'.
TPS(KRAK),TPS(KRaK),telangana,2018,3,B2,8281,,"Telangana Praja Samithi (Kishore, Rao and Kishan)",TPS,2014,2018,singleton,parties.IN.UNK,parties.IN.TPS,alias-add,tcpd-catalogue-B2,"TCPD pid 8281 ('Telangana Praja Samithi (Kishore, Rao and Kishan)'); bridges to existing canonical via abbreviation 'TPS'."
UJP,UJP,uttarakhand,2012,2,B2,8461,,Uttarkhand Janwadi Party,UJP,2012,2012,year-match,parties.IN.UNK,parties.IN.UJP,mint-new,tcpd-catalogue-B2,TCPD pid 8461 ('Uttarkhand Janwadi Party'); minting new slug 'parties.IN.UJP' from frequent_abbrev 'UJP'.
