external_key,party_short_raw,state,year,n_rows,tcpd_party_id,tcpd_party_type,tcpd_party_name,tcpd_frequent_abbrev,current_party_id,proposed_party_id,action,oracle,curator_note
ADRP,ADRP,assam,2019,1,24354,,Assam Dristi Party,ADRP,parties.IN.UNK,parties.IN.ADRP,mint-new,tcpd-unique,TCPD Party_ID 24354 ('Assam Dristi Party'); minting new slug 'parties.IN.ADRP' from frequent_abbrev 'ADRP'.
ADRSP,ADRSP,uttar-pradesh,2017-2024,8,85,Local Party,Adarsh Samaj Party,A S P,parties.IN.UNK,parties.IN.A_S_P,mint-new,tcpd-unique,TCPD Party_ID 85 ('Adarsh Samaj Party'); minting new slug 'parties.IN.A_S_P' from frequent_abbrev 'A S P'.
ADS,ADS,uttar-pradesh,2019-2022,18,956,,Apna Dal (Soneylal),ADAL,parties.IN.UNK,parties.IN.ADAL,mint-new,tcpd-state,TCPD Party_ID 956 ('Apna Dal (Soneylal)'); minting new slug 'parties.IN.ADAL' from frequent_abbrev 'ADAL'.
ADSMP,ADSMP,madhya-pradesh,2018,1,6,,Aadim Samaj Party,AASAMP,parties.IN.UNK,parties.IN.AASAMP,mint-new,tcpd-unique,TCPD Party_ID 6 ('Aadim Samaj Party'); minting new slug 'parties.IN.AASAMP' from frequent_abbrev 'AASAMP'.
ADUP,ADUP,uttar-pradesh,2014-2019,7,15711,Local Party,Apna Dal United Party,ADUP,parties.IN.UNK,parties.IN.ADUP,mint-new,tcpd-unique,TCPD Party_ID 15711 ('Apna Dal United Party'); minting new slug 'parties.IN.ADUP' from frequent_abbrev 'ADUP'.
ADVIP,ADVIP,chhattisgarh|madhya-pradesh,2018,4,94,,Adhikar Vikas Party,ADVIP,parties.IN.UNK,parties.IN.ADVIP,mint-new,tcpd-unique,TCPD Party_ID 94 ('Adhikar Vikas Party'); minting new slug 'parties.IN.ADVIP' from frequent_abbrev 'ADVIP'.
ADVP,ADVP,uttar-pradesh,2017,2,87,,Adarsh Vyawastha Party,ADVP,parties.IN.UNK,parties.IN.ADVP,mint-new,tcpd-unique,TCPD Party_ID 87 ('Adarsh Vyawastha Party'); minting new slug 'parties.IN.ADVP' from frequent_abbrev 'ADVP'.
AGILA INDIA MAKKAL KAZHAGAM,AGILA INDIA MAKKAL KAZHAGAM,puducherry,2019,1,102,,Agila India Makkal Kazhagam,AGIMK,parties.IN.UNK,parties.IN.AGIMK,mint-new,tcpd-unique,TCPD Party_ID 102 ('Agila India Makkal Kazhagam'); minting new slug 'parties.IN.AGIMK' from frequent_abbrev 'AGIMK'.
AGIMK,AGIMK,puducherry|tamil-nadu,2016-2019,11,102,,Agila India Makkal Kazhagam,AGIMK,parties.IN.UNK,parties.IN.AGIMK,mint-new,tcpd-unique,TCPD Party_ID 102 ('Agila India Makkal Kazhagam'); minting new slug 'parties.IN.AGIMK' from frequent_abbrev 'AGIMK'.
AGRJP,AGRJP,delhi|uttar-pradesh,2008-2014,4,98,Local Party,Agar Jan Party,AGRJP,parties.IN.UNK,parties.IN.AGRJP,mint-new,tcpd-unique,TCPD Party_ID 98 ('Agar Jan Party'); minting new slug 'parties.IN.AGRJP' from frequent_abbrev 'AGRJP'.
AHINSA SAMAJ PARTY,AHINSA SAMAJ PARTY,madhya-pradesh,2019,1,104,,Ahinsa Samaj Party,AHSP,parties.IN.UNK,parties.IN.AHSP,mint-new,tcpd-unique,TCPD Party_ID 104 ('Ahinsa Samaj Party'); minting new slug 'parties.IN.AHSP' from frequent_abbrev 'AHSP'.
AHSP,AHSP,madhya-pradesh,2018,1,104,,Ahinsa Samaj Party,AHSP,parties.IN.UNK,parties.IN.AHSP,mint-new,tcpd-unique,TCPD Party_ID 104 ('Ahinsa Samaj Party'); minting new slug 'parties.IN.AHSP' from frequent_abbrev 'AHSP'.
AIACP,AIACP,andhra-pradesh|telangana,2014,2,505,Local Party,All India Azaad Congress Party,AIACP,parties.IN.UNK,parties.IN.AIACP,mint-new,tcpd-unique,TCPD Party_ID 505 ('All India Azaad Congress Party'); minting new slug 'parties.IN.AIACP' from frequent_abbrev 'AIACP'.
AIADK,AIADK,tamil-nadu,2012,1,24587,,NA's,AIADK,parties.IN.UNK,parties.IN.AIADK,mint-new,tcpd-unique,"TCPD Party_ID 24587 (""NA's""); minting new slug 'parties.IN.AIADK' from frequent_abbrev 'AIADK'."
AIADMK(JG),AIADMK(JG),karnataka,2018,1,503,,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHGAM (AMMA),AIADMK(JG),parties.IN.UNK,parties.IN.AIADMK_JG,mint-new,tcpd-unique,TCPD Party_ID 503 ('ALL INDIA ANNA DRAVIDA MUNNETRA KAZHGAM (AMMA)'); minting new slug 'parties.IN.AIADMK_JG' from frequent_abbrev 'AIADMK(JG)'.
AIAM,AIAM,west-bengal,2024,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AIAMK,AIAMK,tamil-nadu,2015,1,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (24589|24590); state-disambiguation also failed across our states (tamil-nadu).
AIBJRBSNC,AIBJRBSNC,bihar,2010,6,506,,All India Babu Jagjivan Ram Saheb National Congress,AIBJRBSNC,parties.IN.UNK,parties.IN.AIBJRBSNC,mint-new,tcpd-unique,TCPD Party_ID 506 ('All India Babu Jagjivan Ram Saheb National Congress'); minting new slug 'parties.IN.AIBJRBSNC' from frequent_abbrev 'AIBJRBSNC'.
AIBPSP,AIBPSP,telangana,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AIBS,AIBS,delhi,2009-2013,2,8828,Local Party,All India Bahujan Samman Party,AIBS,parties.IN.UNK,parties.IN.AIBS,mint-new,tcpd-unique,TCPD Party_ID 8828 ('All India Bahujan Samman Party'); minting new slug 'parties.IN.AIBS' from frequent_abbrev 'AIBS'.
AIC,AIC,madhya-pradesh,2008-2009,4,97,Local Party,Advait Ishwasyam Congress,AIC,parties.IN.UNK,parties.IN.AIC,mint-new,tcpd-unique,TCPD Party_ID 97 ('Advait Ishwasyam Congress'); minting new slug 'parties.IN.AIC' from frequent_abbrev 'AIC'.
AICP,AICP,assam|bihar|delhi|gujarat|punjab|uttar-pradesh,2013-2019,10,5860,Local Party,New All India Congress Party,AICP,parties.IN.UNK,parties.IN.AICP,mint-new,tcpd-unique,TCPD Party_ID 5860 ('New All India Congress Party'); minting new slug 'parties.IN.AICP' from frequent_abbrev 'AICP'.
AIDMMK,AIDMMK,tamil-nadu,2019,1,24415,,Ahila India Dhayaga Makkal Munnetra Katchi,AIDMMK,parties.IN.UNK,parties.IN.AIDMMK,mint-new,tcpd-unique,TCPD Party_ID 24415 ('Ahila India Dhayaga Makkal Munnetra Katchi'); minting new slug 'parties.IN.AIDMMK' from frequent_abbrev 'AIDMMK'.
AIDP,AIDP,madhya-pradesh,2016-2018,5,521,Local Party,All India Democratic Party,AIDP,parties.IN.UNK,parties.IN.AIDP,mint-new,tcpd-unique,TCPD Party_ID 521 ('All India Democratic Party'); minting new slug 'parties.IN.AIDP' from frequent_abbrev 'AIDP'.
AIDWC,AIDWC,punjab,2009,3,520,Local Party,All India Dalit Welfare Congress,AIDWC,parties.IN.UNK,parties.IN.AIDWC,mint-new,tcpd-unique,TCPD Party_ID 520 ('All India Dalit Welfare Congress'); minting new slug 'parties.IN.AIDWC' from frequent_abbrev 'AIDWC'.
AIHRA NATIONAL PARTY,AIHRA NATIONAL PARTY,karnataka,2023,3,107,,Aihra National Party,AHNP,parties.IN.UNK,parties.IN.AHNP,alias-add,tcpd-unique,TCPD Party_ID 107 ('Aihra National Party'); bridges to existing canonical via abbreviation 'AHNP'.
AIJAP,AIJAP,west-bengal,2019,1,24465,,All India Jana Andolan Party,AIJAP,parties.IN.UNK,parties.IN.AIJAP,mint-new,tcpd-unique,TCPD Party_ID 24465 ('All India Jana Andolan Party'); minting new slug 'parties.IN.AIJAP' from frequent_abbrev 'AIJAP'.
AIJCP,AIJCP,uttar-pradesh,2017,1,678,,All India Jan Congress Party,AIJCP,parties.IN.UNK,parties.IN.AIJCP,mint-new,tcpd-unique,TCPD Party_ID 678 ('All India Jan Congress Party'); minting new slug 'parties.IN.AIJCP' from frequent_abbrev 'AIJCP'.
AIJHP,AIJHP,telangana,2018,2,677,,All India Jaihind Party,AIJHP,parties.IN.UNK,parties.IN.AIJHP,mint-new,tcpd-unique,TCPD Party_ID 677 ('All India Jaihind Party'); minting new slug 'parties.IN.AIJHP' from frequent_abbrev 'AIJHP'.
AIJM KI,AIJM KI,tamil-nadu,2012,1,24597,,NA's,AIJM KI,parties.IN.UNK,parties.IN.AIJM_KI,mint-new,tcpd-unique,"TCPD Party_ID 24597 (""NA's""); minting new slug 'parties.IN.AIJM_KI' from frequent_abbrev 'AIJM KI'."
AIJRP,AIJRP,karnataka,2018,2,680,,All India Janaraksha Party,AIJRP,parties.IN.UNK,parties.IN.AIJRP,mint-new,tcpd-unique,TCPD Party_ID 680 ('All India Janaraksha Party'); minting new slug 'parties.IN.AIJRP' from frequent_abbrev 'AIJRP'.
AIJYMKG,AIJYMKG,tamil-nadu,2024-2026,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AIKMM,AIKMM,punjab,2012,1,690,,All India Kisan Mazdoor Morcha,AIKMM,parties.IN.UNK,parties.IN.AIKMM,mint-new,tcpd-unique,TCPD Party_ID 690 ('All India Kisan Mazdoor Morcha'); minting new slug 'parties.IN.AIKMM' from frequent_abbrev 'AIKMM'.
AILP,AILP,andhra-pradesh,2014,1,699,,All India Liberal Party,AILP,parties.IN.UNK,parties.IN.AILP,mint-new,tcpd-unique,TCPD Party_ID 699 ('All India Liberal Party'); minting new slug 'parties.IN.AILP' from frequent_abbrev 'AILP'.
AIMAK,AIMAK,tamil-nadu,2019,1,24406,,Anaithu Makkal Katchi,AIMAK,parties.IN.UNK,parties.IN.AIMAK,mint-new,tcpd-unique,TCPD Party_ID 24406 ('Anaithu Makkal Katchi'); minting new slug 'parties.IN.AIMAK' from frequent_abbrev 'AIMAK'.
AIMEIEM,AIMEIEM,bihar|maharashtra|telangana,2020-2024,7,24930,,All India Majlis-E-Inquilab-E-Millat,AIMEIEM,parties.IN.UNK,parties.IN.AIMEIEM,mint-new,tcpd-unique,TCPD Party_ID 24930 ('All India Majlis-E-Inquilab-E-Millat'); minting new slug 'parties.IN.AIMEIEM' from frequent_abbrev 'AIMEIEM'.
AIMEIM,AIMEIM,uttar-pradesh,2016,1,24598,,NA's,AIMEIM,parties.IN.UNK,parties.IN.AIMEIM,mint-new,tcpd-unique,"TCPD Party_ID 24598 (""NA's""); minting new slug 'parties.IN.AIMEIM' from frequent_abbrev 'AIMEIM'."
AIMK,AIMK,tamil-nadu,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AIMPR,AIMPR,punjab,2024,1,15654,Local Party,All India Mazdoor Party (Rangreta),AIMPR,parties.IN.UNK,parties.IN.AIMPR,mint-new,tcpd-unique,TCPD Party_ID 15654 ('All India Mazdoor Party (Rangreta)'); minting new slug 'parties.IN.AIMPR' from frequent_abbrev 'AIMPR'.
AINDKSJNTP,AINDKSJNTP,andhra-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AINPP,AINPP,andhra-pradesh,2019,9,18180,,All India Praja Party,AINPP,parties.IN.UNK,parties.IN.AINPP,mint-new,tcpd-unique,TCPD Party_ID 18180 ('All India Praja Party'); minting new slug 'parties.IN.AINPP' from frequent_abbrev 'AINPP'.
AINRS,AINRS,maharashtra,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AIP,AIP,andhra-pradesh|arunachal-pradesh|sikkim,2019,3,17268,,All Indians Party,AIP,parties.IN.UNK,parties.IN.AIP,mint-new,tcpd-unique,TCPD Party_ID 17268 ('All Indians Party'); minting new slug 'parties.IN.AIP' from frequent_abbrev 'AIP'.
AIPDP,AIPDP,tamil-nadu,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AIPF,AIPF,haryana|uttar-pradesh,2014-2019,5,15661,Local Party,All India Peoples' Front (Radical),AIPF,parties.IN.UNK,parties.IN.AIPF,mint-new,tcpd-unique,"TCPD Party_ID 15661 (""All India Peoples' Front (Radical)""); minting new slug 'parties.IN.AIPF' from frequent_abbrev 'AIPF'."
AIPJSP,AIPJSP,uttar-pradesh,2017,3,742,,All India Pichhada Jan Samaj Party,AIPJSP,parties.IN.UNK,parties.IN.AIPJSP,mint-new,tcpd-unique,TCPD Party_ID 742 ('All India Pichhada Jan Samaj Party'); minting new slug 'parties.IN.AIPJSP' from frequent_abbrev 'AIPJSP'.
AIRCP,AIRCP,uttar-pradesh,2019,1,24427,,All Indian Rajiv Congress Party,AIRCP,parties.IN.UNK,parties.IN.AIRCP,mint-new,tcpd-unique,TCPD Party_ID 24427 ('All Indian Rajiv Congress Party'); minting new slug 'parties.IN.AIRCP' from frequent_abbrev 'AIRCP'.
AIRP,AIRP,haryana,2009,3,747,Local Party,All India Raksha Party,AIRP,parties.IN.UNK,parties.IN.AIRP,mint-new,tcpd-unique,TCPD Party_ID 747 ('All India Raksha Party'); minting new slug 'parties.IN.AIRP' from frequent_abbrev 'AIRP'.
AIRSP,AIRSP,uttar-pradesh,2012-2014,6,753,Local Party,All India Ravidas Samata Party,AIRSP,parties.IN.UNK,parties.IN.AIRSP,mint-new,tcpd-unique,TCPD Party_ID 753 ('All India Ravidas Samata Party'); minting new slug 'parties.IN.AIRSP' from frequent_abbrev 'AIRSP'.
AISBJSMD,AISBJSMD,punjab,2012,1,757,Local Party,ALL INDIA SHIROMANI BABA JIVAN SINGH MAZABHI DAL,JMD,parties.IN.UNK,parties.IN.JMD,mint-new,tcpd-unique,TCPD Party_ID 757 ('ALL INDIA SHIROMANI BABA JIVAN SINGH MAZABHI DAL'); minting new slug 'parties.IN.JMD' from frequent_abbrev 'JMD'.
AISMP,AISMP,telangana,2018,6,754,,All India Samata Party,AISMP,parties.IN.UNK,parties.IN.AISMP,mint-new,tcpd-unique,TCPD Party_ID 754 ('All India Samata Party'); minting new slug 'parties.IN.AISMP' from frequent_abbrev 'AISMP'.
AIUC,AIUC,karnataka,2018-2024,3,791,,All India Ulama Congress,AIUC,parties.IN.UNK,parties.IN.AIUC,mint-new,tcpd-unique,TCPD Party_ID 791 ('All India Ulama Congress'); minting new slug 'parties.IN.AIUC' from frequent_abbrev 'AIUC'.
AIUD,AIUD,west-bengal,2013,1,24603,,NA's,AIUD,parties.IN.UNK,parties.IN.AIUD,mint-new,tcpd-unique,"TCPD Party_ID 24603 (""NA's""); minting new slug 'parties.IN.AIUD' from frequent_abbrev 'AIUD'."
AIYDPMP,AIYDPMP,tamil-nadu,2024-2026,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AJD,AJD,bihar,2024,1,986,Local Party,Asom Jatiyatabadi Dal,AJD,parties.IN.UNK,parties.IN.AJD,mint-new,tcpd-unique,TCPD Party_ID 986 ('Asom Jatiyatabadi Dal'); minting new slug 'parties.IN.AJD' from frequent_abbrev 'AJD'.
AJJ,AJJ,jharkhand,2009,1,24606,,NA's,AJJ,parties.IN.UNK,parties.IN.AJJ,mint-new,tcpd-unique,"TCPD Party_ID 24606 (""NA's""); minting new slug 'parties.IN.AJJ' from frequent_abbrev 'AJJ'."
AJM,AJM,assam,2019-2024,6,24353,,Asom Jana Morcha,AJM,parties.IN.UNK,parties.IN.AJM,mint-new,tcpd-unique,TCPD Party_ID 24353 ('Asom Jana Morcha'); minting new slug 'parties.IN.AJM' from frequent_abbrev 'AJM'.
AJMS,AJMS,madhya-pradesh,2012,1,24608,,NA's,AJMS,parties.IN.UNK,parties.IN.AJMS,mint-new,tcpd-unique,"TCPD Party_ID 24608 (""NA's""); minting new slug 'parties.IN.AJMS' from frequent_abbrev 'AJMS'."
AJNSP,AJNSP,haryana,2014-2019,2,1,,Aadarsh Janata Sewa Party,AJNSP,parties.IN.UNK,parties.IN.AJNSP,mint-new,tcpd-unique,TCPD Party_ID 1 ('Aadarsh Janata Sewa Party'); minting new slug 'parties.IN.AJNSP' from frequent_abbrev 'AJNSP'.
AJPI,AJPI,delhi|madhya-pradesh|maharashtra|punjab|uttar-pradesh,2019-2024,16,17584,,Aam Janta Party (India),AJPI,parties.IN.UNK,parties.IN.AJPI,mint-new,tcpd-unique,TCPD Party_ID 17584 ('Aam Janta Party (India)'); minting new slug 'parties.IN.AJPI' from frequent_abbrev 'AJPI'.
AJPK,AJPK,tamil-nadu,2024-2026,5,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AJPR,AJPR,bihar|uttar-pradesh,2015-2024,23,40,,Aam Janta Party Rashtriya,AJPR,parties.IN.UNK,parties.IN.AJPR,mint-new,tcpd-unique,TCPD Party_ID 40 ('Aam Janta Party Rashtriya'); minting new slug 'parties.IN.AJPR' from frequent_abbrev 'AJPR'.
AJPS,AJPS,bihar,2020,3,24924,,Aam Jan Party (Secular),AJPS,parties.IN.UNK,parties.IN.AJPS,mint-new,tcpd-unique,TCPD Party_ID 24924 ('Aam Jan Party (Secular)'); minting new slug 'parties.IN.AJPS' from frequent_abbrev 'AJPS'.
AJPSH,AJPSH,delhi,2020,2,24481,,Aam Janata Party (Sarvajana Hitaya),AJPSH,parties.IN.UNK,parties.IN.AJPSH,mint-new,tcpd-unique,TCPD Party_ID 24481 ('Aam Janata Party (Sarvajana Hitaya)'); minting new slug 'parties.IN.AJPSH' from frequent_abbrev 'AJPSH'.
AJPTY,AJPTY,delhi,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AJSP,AJSP,bihar,2009-2010,2,8956,Local Party,Alpjan Samaj Party,AJSP,parties.IN.UNK,parties.IN.AJSP,mint-new,tcpd-unique,TCPD Party_ID 8956 ('Alpjan Samaj Party'); minting new slug 'parties.IN.AJSP' from frequent_abbrev 'AJSP'.
AKAAD,AKAAD,chhattisgarh,2014,1,15596,Local Party,Aazadi Ka Antim Aandolan Dal,AKAAD,parties.IN.UNK,parties.IN.AKAAD,mint-new,tcpd-unique,TCPD Party_ID 15596 ('Aazadi Ka Antim Aandolan Dal'); minting new slug 'parties.IN.AKAAD' from frequent_abbrev 'AKAAD'.
AKAKRP,AKAKRP,jammu-and-kashmir,2014,5,803,Local Party,All Jammu and Kashmir Republican Party,AKAKRP,parties.IN.UNK,parties.IN.AKAKRP,mint-new,tcpd-unique,TCPD Party_ID 803 ('All Jammu and Kashmir Republican Party'); minting new slug 'parties.IN.AKAKRP' from frequent_abbrev 'AKAKRP'.
AKBAP,AKBAP,rajasthan,2013-2024,13,390,Local Party,Akhil Bhartiya Aamjan Party,ABAP,parties.IN.UNK,parties.IN.ABAP,mint-new,tcpd-unique,TCPD Party_ID 390 ('Akhil Bhartiya Aamjan Party'); minting new slug 'parties.IN.ABAP' from frequent_abbrev 'ABAP'.
AKBHAD,AKBHAD,bihar|chandigarh|madhya-pradesh|punjab|uttar-pradesh,2019-2024,6,393,,Akhil Bhartiya Apna Dal,AKBHAD,parties.IN.UNK,parties.IN.AKBHAD,mint-new,tcpd-unique,TCPD Party_ID 393 ('Akhil Bhartiya Apna Dal'); minting new slug 'parties.IN.AKBHAD' from frequent_abbrev 'AKBHAD'.
AKBHJSP,AKBHJSP,delhi,2020,4,24484,,Akhil Bharatiya Jan Shakti Party,AKBHJSP,parties.IN.UNK,parties.IN.AKBHJSP,mint-new,tcpd-unique,TCPD Party_ID 24484 ('Akhil Bharatiya Jan Shakti Party'); minting new slug 'parties.IN.AKBHJSP' from frequent_abbrev 'AKBHJSP'.
AKBJHP,AKBJHP,jharkhand|west-bengal,2014-2019,17,410,Local Party,Akhil Bhartiya Jharkhand Party,AKBJHP,parties.IN.UNK,parties.IN.AKBJHP,mint-new,tcpd-unique,TCPD Party_ID 410 ('Akhil Bhartiya Jharkhand Party'); minting new slug 'parties.IN.AKBJHP' from frequent_abbrev 'AKBJHP'.
AKBRPRVP,AKBRPRVP,bihar|chandigarh|chhattisgarh|delhi|goa|himachal-pradesh|jharkhand|madhya-pradesh|maharashtra|odisha|punjab|uttar-pradesh|uttarakhand,2024,36,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AKBSD,AKBSD,uttar-pradesh,2017,2,438,,Akhil Bhartiya Swarajya Dal,AKBSD,parties.IN.UNK,parties.IN.AKBSD,mint-new,tcpd-unique,TCPD Party_ID 438 ('Akhil Bhartiya Swarajya Dal'); minting new slug 'parties.IN.AKBSD' from frequent_abbrev 'AKBSD'.
AKHAND BHARAT VIKAS PARTY,AKHAND BHARAT VIKAS PARTY,uttar-pradesh|uttarakhand,2022,3,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (25021|25036); state-disambiguation also failed across our states (uttar-pradesh|uttarakhand).
AKHDBRYVP,AKHDBRYVP,bihar,2020,3,24928,,Akhand Bhartiya Yuva Party,AKHDBRYVP,parties.IN.UNK,parties.IN.AKHDBRYVP,mint-new,tcpd-unique,TCPD Party_ID 24928 ('Akhand Bhartiya Yuva Party'); minting new slug 'parties.IN.AKHDBRYVP' from frequent_abbrev 'AKHDBRYVP'.
AKHIL BHARATIYA GORKHA LEAGUE,AKHIL BHARATIYA GORKHA LEAGUE,west-bengal,2019,1,256,,Akhil Bharatiya Gorkha League,ABGL,parties.IN.UNK,parties.IN.ABGL,mint-new,tcpd-unique,TCPD Party_ID 256 ('Akhil Bharatiya Gorkha League'); minting new slug 'parties.IN.ABGL' from frequent_abbrev 'ABGL'.
AKHIL BHARATIYA RAJARYA SABHA,AKHIL BHARATIYA RAJARYA SABHA,gujarat|punjab,2020-2022,2,8759,Local Party,Akhil Bharatiya Rajarya Sabha,ABRS,parties.IN.UNK,parties.IN.ABRS,mint-new,tcpd-unique,TCPD Party_ID 8759 ('Akhil Bharatiya Rajarya Sabha'); minting new slug 'parties.IN.ABRS' from frequent_abbrev 'ABRS'.
AKHIL BHARATIYA SOCIALIST PARTY,AKHIL BHARATIYA SOCIALIST PARTY,punjab|uttar-pradesh,2022,12,385,Local Party,Akhil Bharatiya Socialist Party,ABSP,parties.IN.UNK,parties.IN.ABSP,mint-new,tcpd-unique,TCPD Party_ID 385 ('Akhil Bharatiya Socialist Party'); minting new slug 'parties.IN.ABSP' from frequent_abbrev 'ABSP'.
AKHIL BHARTIYA AARAKSHIT SAMAJ PARTY,AKHIL BHARTIYA AARAKSHIT SAMAJ PARTY,madhya-pradesh,2020,1,392,,Akhil Bhartiya Aarakshit Samaj Party,ABASP,parties.IN.UNK,parties.IN.ABASP,mint-new,tcpd-unique,TCPD Party_ID 392 ('Akhil Bhartiya Aarakshit Samaj Party'); minting new slug 'parties.IN.ABASP' from frequent_abbrev 'ABASP'.
AKHIL BHARTIYA APNA DAL,AKHIL BHARTIYA APNA DAL,uttar-pradesh,2022,3,393,,Akhil Bhartiya Apna Dal,AKBHAD,parties.IN.UNK,parties.IN.AKBHAD,mint-new,tcpd-unique,TCPD Party_ID 393 ('Akhil Bhartiya Apna Dal'); minting new slug 'parties.IN.AKBHAD' from frequent_abbrev 'AKBHAD'.
AKHIL BHARTIYA JANSATTA PARTY,AKHIL BHARTIYA JANSATTA PARTY,uttar-pradesh,2022,1,25093,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25093 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
AKHIL BHARTIYA LOK DAL,AKHIL BHARTIYA LOK DAL,uttar-pradesh,2022,1,25009,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25009 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
AKHIL BHARTIYA MITHILA PARTY,AKHIL BHARTIYA MITHILA PARTY,bihar,2019,1,388,Local Party,Akhil Bharitya Mithila Party,AKBMP,parties.IN.UNK,parties.IN.AKBMP,alias-add,tcpd-unique,TCPD Party_ID 388 ('Akhil Bharitya Mithila Party'); bridges to existing canonical via abbreviation 'AKBMP'.
AKHIL BHARTIYA NAITIK PARTY,AKHIL BHARTIYA NAITIK PARTY,uttar-pradesh,2022,1,25085,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25085 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
AKHM,AKHM,uttar-pradesh,2013,1,24610,,NA's,AKHM,parties.IN.UNK,parties.IN.AKHM,mint-new,tcpd-unique,"TCPD Party_ID 24610 (""NA's""); minting new slug 'parties.IN.AKHM' from frequent_abbrev 'AKHM'."
AKLVJYP,AKLVJYP,gujarat,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AKNDBHRJNP,AKNDBHRJNP,bihar,2020-2024,2,24927,,Akhand Bharat Janpriya Party,AKNDBHRJNP,parties.IN.UNK,parties.IN.AKNDBHRJNP,mint-new,tcpd-unique,TCPD Party_ID 24927 ('Akhand Bharat Janpriya Party'); minting new slug 'parties.IN.AKNDBHRJNP' from frequent_abbrev 'AKNDBHRJNP'.
AKNDBRTSMR,AKNDBRTSMR,madhya-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
AKSJP,AKSJP,odisha,2019,3,920,,Anarakshit Samaj Party,ANASP,parties.IN.UNK,parties.IN.ANASP,mint-new,tcpd-unique,TCPD Party_ID 920 ('Anarakshit Samaj Party'); minting new slug 'parties.IN.ANASP' from frequent_abbrev 'ANASP'.
AKSMP,AKSMP,rajasthan,2018,2,144,,Akhand Samta Party,AKSMP,parties.IN.UNK,parties.IN.AKSMP,mint-new,tcpd-unique,TCPD Party_ID 144 ('Akhand Samta Party'); minting new slug 'parties.IN.AKSMP' from frequent_abbrev 'AKSMP'.
AKSP,AKSP,uttar-pradesh,2017-2019,4,18126,,Akhand Samaj Party,AKSP,parties.IN.UNK,parties.IN.AKSP,mint-new,tcpd-unique,TCPD Party_ID 18126 ('Akhand Samaj Party'); minting new slug 'parties.IN.AKSP' from frequent_abbrev 'AKSP'.
AKTP,AKTP,kerala,2015-2016,3,456,,Akhila Kerala Trinamool Party,AKTP,parties.IN.UNK,parties.IN.AKTP,mint-new,tcpd-unique,TCPD Party_ID 456 ('Akhila Kerala Trinamool Party'); minting new slug 'parties.IN.AKTP' from frequent_abbrev 'AKTP'.
AL-HIND PARTY,AL-HIND PARTY,uttar-pradesh,2022,1,458,Local Party,Al-Hind Party,ALHP,parties.IN.UNK,parties.IN.ALHP,mint-new,tcpd-unique,TCPD Party_ID 458 ('Al-Hind Party'); minting new slug 'parties.IN.ALHP' from frequent_abbrev 'ALHP'.
ALD,ALD,uttar-pradesh,2017,1,8961,Local Party,ADARASH LOK DAL,ALD,parties.IN.UNK,parties.IN.ALD,mint-new,tcpd-unique,TCPD Party_ID 8961 ('ADARASH LOK DAL'); minting new slug 'parties.IN.ALD' from frequent_abbrev 'ALD'.
