external_key,party_short_raw,state,year,n_rows,tcpd_party_id,tcpd_party_type,tcpd_party_name,tcpd_frequent_abbrev,current_party_id,proposed_party_id,action,oracle,curator_note
SARV SAMAJ PARTY,SARV SAMAJ PARTY,uttar-pradesh,2022,3,25012,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25012 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SARVA JANATA PARTY,SARVA JANATA PARTY,karnataka,2019,1,7690,Local Party,Sarva Janata Party,SJPA,parties.IN.UNK,parties.IN.SJPA,alias-add,tcpd-unique,TCPD Party_ID 7690 ('Sarva Janata Party'); bridges to existing canonical via abbreviation 'SJPA'.
SARVA SAMAJ JANATA PARTY,SARVA SAMAJ JANATA PARTY,uttar-pradesh,2022,1,24994,,Sarva Samaj Janata Party,SRSMJNP,parties.IN.UNK,parties.IN.SRSMJNP,mint-new,tcpd-unique,TCPD Party_ID 24994 ('Sarva Samaj Janata Party'); minting new slug 'parties.IN.SRSMJNP' from frequent_abbrev 'SRSMJNP'.
SARVAJAN HITAY PARTY,SARVAJAN HITAY PARTY,uttar-pradesh,2022,1,24552,,Sarvajan Hitay Party,SHTP,parties.IN.UNK,parties.IN.SHTP,mint-new,tcpd-unique,TCPD Party_ID 24552 ('Sarvajan Hitay Party'); minting new slug 'parties.IN.SHTP' from frequent_abbrev 'SHTP'.
SARVAJANIKA ADARSHA SENA,SARVAJANIKA ADARSHA SENA,karnataka,2023,5,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SARVJAN AWAZ PARTY,SARVJAN AWAZ PARTY,uttar-pradesh,2022,2,25118,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25118 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SARVJAN LOK SHAKTI PARTY,SARVJAN LOK SHAKTI PARTY,uttar-pradesh,2022,1,24553,,Sarvjan Lok Shakti Party,SVJN,parties.IN.UNK,parties.IN.SVJN,mint-new,tcpd-unique,TCPD Party_ID 24553 ('Sarvjan Lok Shakti Party'); minting new slug 'parties.IN.SVJN' from frequent_abbrev 'SVJN'.
SARVJAN SANATAN PARTY,SARVJAN SANATAN PARTY,uttar-pradesh,2022,2,25133,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25133 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SARVODAYA BHARAT PARTY,SARVODAYA BHARAT PARTY,gujarat|uttar-pradesh,2018-2022,6,7712,,Sarvodaya Bharat Party,SABHP,parties.IN.UNK,parties.IN.SABHP,mint-new,tcpd-unique,TCPD Party_ID 7712 ('Sarvodaya Bharat Party'); minting new slug 'parties.IN.SABHP' from frequent_abbrev 'SABHP'.
SARVODAYA KARNATAKA PAKSHA,SARVODAYA KARNATAKA PAKSHA,karnataka,2023,8,7713,Local Party,Sarvodaya Karnataka Paksha,SKP,parties.IN.UNK,parties.IN.SKP,alias-add,tcpd-unique,TCPD Party_ID 7713 ('Sarvodaya Karnataka Paksha'); bridges to existing canonical via abbreviation 'SKP'.
SASAPT,SASAPT,bihar|delhi,2015,40,7603,,Samras Samaj Party,SASAPT,parties.IN.UNK,parties.IN.SASAPT,mint-new,tcpd-unique,TCPD Party_ID 7603 ('Samras Samaj Party'); minting new slug 'parties.IN.SASAPT' from frequent_abbrev 'SASAPT'.
SASEP,SASEP,uttar-pradesh,2017,1,7320,,Samaj Seva Party,SASEP,parties.IN.UNK,parties.IN.SASEP,mint-new,tcpd-unique,TCPD Party_ID 7320 ('Samaj Seva Party'); minting new slug 'parties.IN.SASEP' from frequent_abbrev 'SASEP'.
SASEPA,SASEPA,uttar-pradesh,2017,1,7321,,Samaj Sevak Party,SASEPA,parties.IN.UNK,parties.IN.SASEPA,mint-new,tcpd-unique,TCPD Party_ID 7321 ('Samaj Sevak Party'); minting new slug 'parties.IN.SASEPA' from frequent_abbrev 'SASEPA'.
SASPA,SASPA,uttar-pradesh,2017-2024,5,7710,,Sarvjan Samta Party,SASPA,parties.IN.UNK,parties.IN.SASPA,mint-new,tcpd-unique,TCPD Party_ID 7710 ('Sarvjan Samta Party'); minting new slug 'parties.IN.SASPA' from frequent_abbrev 'SASPA'.
SATBP,SATBP,bihar|delhi|himachal-pradesh|rajasthan|uttar-pradesh,2019-2024,25,18273,,Satya Bahumat Party,SATBP,parties.IN.UNK,parties.IN.SATBP,mint-new,tcpd-unique,TCPD Party_ID 18273 ('Satya Bahumat Party'); minting new slug 'parties.IN.SATBP' from frequent_abbrev 'SATBP'.
SATKP,SATKP,uttar-pradesh,2017-2019,3,18882,,Satya Kranti Party,SATKP,parties.IN.UNK,parties.IN.SATKP,mint-new,tcpd-unique,TCPD Party_ID 18882 ('Satya Kranti Party'); minting new slug 'parties.IN.SATKP' from frequent_abbrev 'SATKP'.
SATSHIP,SATSHIP,uttar-pradesh,2017,2,7725,,Satya Shikhar Party,SATSHIP,parties.IN.UNK,parties.IN.SATSHIP,mint-new,tcpd-unique,TCPD Party_ID 7725 ('Satya Shikhar Party'); minting new slug 'parties.IN.SATSHIP' from frequent_abbrev 'SATSHIP'.
SATYA BAHUMAT PARTY,SATYA BAHUMAT PARTY,uttar-pradesh|uttarakhand,2022,3,18273,,Satya Bahumat Party,SATBP,parties.IN.UNK,parties.IN.SATBP,mint-new,tcpd-unique,TCPD Party_ID 18273 ('Satya Bahumat Party'); minting new slug 'parties.IN.SATBP' from frequent_abbrev 'SATBP'.
SATYA KRANTI PARTY,SATYA KRANTI PARTY,uttar-pradesh,2022,1,18882,,Satya Kranti Party,SATKP,parties.IN.UNK,parties.IN.SATKP,mint-new,tcpd-unique,TCPD Party_ID 18882 ('Satya Kranti Party'); minting new slug 'parties.IN.SATKP' from frequent_abbrev 'SATKP'.
SATYAWADI RAKSHAK PARTY,SATYAWADI RAKSHAK PARTY,gujarat,2022,1,25155,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25155 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SAURASHTRA JANTA PAKSHA,SAURASHTRA JANTA PAKSHA,gujarat,2022,1,25156,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25156 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SAVIPA,SAVIPA,uttarakhand,2017-2019,7,7685,,Sarv Vikas Party,SAVIPA,parties.IN.UNK,parties.IN.SAVIPA,mint-new,tcpd-unique,TCPD Party_ID 7685 ('Sarv Vikas Party'); minting new slug 'parties.IN.SAVIPA' from frequent_abbrev 'SAVIPA'.
SAVP,SAVP,madhya-pradesh,2014-2019,2,16534,Local Party,Samta Vikas Party,SAVP,parties.IN.UNK,parties.IN.SAVP,mint-new,tcpd-unique,TCPD Party_ID 16534 ('Samta Vikas Party'); minting new slug 'parties.IN.SAVP' from frequent_abbrev 'SAVP'.
SB P,SB P,haryana,2011,1,17991,,Expanded Party name not released by the ECI,SB P,parties.IN.UNK,parties.IN.SB_P,mint-new,tcpd-unique,TCPD Party_ID 17991 ('Expanded Party name not released by the ECI'); minting new slug 'parties.IN.SB_P' from frequent_abbrev 'SB P'.
SBHSP,SBHSP,madhya-pradesh,2013,1,7706,,Sarve Bhavanti Sukhinah Party,SBHSP,parties.IN.UNK,parties.IN.SBHSP,mint-new,tcpd-unique,TCPD Party_ID 7706 ('Sarve Bhavanti Sukhinah Party'); minting new slug 'parties.IN.SBHSP' from frequent_abbrev 'SBHSP'.
SBI,SBI,madhya-pradesh,2013-2018,4,8184,,Swarnib Bharat Inquilab,SBI,parties.IN.UNK,parties.IN.SBI,mint-new,tcpd-unique,TCPD Party_ID 8184 ('Swarnib Bharat Inquilab'); minting new slug 'parties.IN.SBI' from frequent_abbrev 'SBI'.
SBIP,SBIP,madhya-pradesh,2018,2,8184,,Swarnib Bharat Inquilab,SBI,parties.IN.UNK,parties.IN.SBI,mint-new,tcpd-unique,TCPD Party_ID 8184 ('Swarnib Bharat Inquilab'); minting new slug 'parties.IN.SBI' from frequent_abbrev 'SBI'.
SBKP,SBKP,jharkhand|karnataka,2018-2024,2,7597,,Sampoorna Bharat Kranti Party,SBKP,parties.IN.UNK,parties.IN.SBKP,mint-new,tcpd-unique,TCPD Party_ID 7597 ('Sampoorna Bharat Kranti Party'); minting new slug 'parties.IN.SBKP' from frequent_abbrev 'SBKP'.
SBM,SBM,punjab,2024,1,24395,,Samaj Bhalai Morcha,SBM,parties.IN.UNK,parties.IN.SBM,mint-new,tcpd-unique,TCPD Party_ID 24395 ('Samaj Bhalai Morcha'); minting new slug 'parties.IN.SBM' from frequent_abbrev 'SBM'.
SBNP,SBNP,delhi|uttar-pradesh,2024,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SBP,SBP,bihar|haryana,2010-2014,4,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 5 Party_IDs (12539|24875|24876|24877|7665); state-disambiguation also failed across our states (bihar|haryana).
SBSPSP,SBSPSP,bihar|uttar-pradesh,2019-2024,8,24995,,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),SBSPSP,parties.IN.UNK,parties.IN.SBSPSP,mint-new,tcpd-unique,TCPD Party_ID 24995 ('Subhashwadi Bhartiya Samajwadi Party (Subhas Party)'); minting new slug 'parties.IN.SBSPSP' from frequent_abbrev 'SBSPSP'.
SDC,SDC,karnataka,2019-2024,2,24371,,Secular Democratic Congress,SDC,parties.IN.UNK,parties.IN.SDC,mint-new,tcpd-unique,TCPD Party_ID 24371 ('Secular Democratic Congress'); minting new slug 'parties.IN.SDC' from frequent_abbrev 'SDC'.
SDP(MP),SDP(MP),chhattisgarh|madhya-pradesh,2019,2,12553,Local Party,Sarvadharam Party (Madhya Pradesh),SDP(MP),parties.IN.UNK,parties.IN.SDP_MP,mint-new,tcpd-unique,TCPD Party_ID 12553 ('Sarvadharam Party (Madhya Pradesh)'); minting new slug 'parties.IN.SDP_MP' from frequent_abbrev 'SDP(MP)'.
SDSP,SDSP,uttar-pradesh,2019,1,24439,,Samdarshi Samaj Party,SDSP,parties.IN.UNK,parties.IN.SDSP,mint-new,tcpd-unique,TCPD Party_ID 24439 ('Samdarshi Samaj Party'); minting new slug 'parties.IN.SDSP' from frequent_abbrev 'SDSP'.
SDU,SDU,uttar-pradesh,2017-2019,10,7293,,Sabka Dal United,SDU,parties.IN.UNK,parties.IN.SDU,mint-new,tcpd-unique,TCPD Party_ID 7293 ('Sabka Dal United'); minting new slug 'parties.IN.SDU' from frequent_abbrev 'SDU'.
SECULAR DEMOCRATIC CONGRESS,SECULAR DEMOCRATIC CONGRESS,kerala,2021,1,24371,,Secular Democratic Congress,SDC,parties.IN.UNK,parties.IN.SDC,mint-new,tcpd-unique,TCPD Party_ID 24371 ('Secular Democratic Congress'); minting new slug 'parties.IN.SDC' from frequent_abbrev 'SDC'.
SECULAR INQLAB PARTY,SECULAR INQLAB PARTY,uttar-pradesh,2022,1,25011,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25011 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SFP,SFP,uttar-pradesh,2019,2,24440,,Saaf Party,SFP,parties.IN.UNK,parties.IN.SFP,mint-new,tcpd-unique,TCPD Party_ID 24440 ('Saaf Party'); minting new slug 'parties.IN.SFP' from frequent_abbrev 'SFP'.
SGF,SGF,goa,2009,1,7733,Local Party,Save Goa Front,SGF,parties.IN.UNK,parties.IN.SGF,mint-new,tcpd-unique,TCPD Party_ID 7733 ('Save Goa Front'); minting new slug 'parties.IN.SGF' from frequent_abbrev 'SGF'.
SGUP,SGUP,bihar|madhya-pradesh|uttar-pradesh,2019,7,24358,,Samagra Utthan Party,SGUP,parties.IN.UNK,parties.IN.SGUP,mint-new,tcpd-unique,TCPD Party_ID 24358 ('Samagra Utthan Party'); minting new slug 'parties.IN.SGUP' from frequent_abbrev 'SGUP'.
SHD,SHD,bihar,2010-2020,3,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 3 Party_IDs (14917|7707|7873); state-disambiguation also failed across our states (bihar).
SHF,SHF,uttar-pradesh,2019,1,24457,,Shane Hind Fourm,SHF,parties.IN.UNK,parties.IN.SHF,mint-new,tcpd-unique,TCPD Party_ID 24457 ('Shane Hind Fourm'); minting new slug 'parties.IN.SHF' from frequent_abbrev 'SHF'.
SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),punjab|uttarakhand,2019-2022,85,17026,Local Party,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),SAD(M),parties.IN.UNK,parties.IN.SADM,alias-add,tcpd-unique,TCPD Party_ID 17026 ('Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)'); bridges to existing canonical via abbreviation 'SAD(M)'.
SHIV SENA (UDDHAV BALASAHEB THACKERAY),SHIV SENA (UDDHAV BALASAHEB THACKERAY),karnataka,2023,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SHIVSENA (UDDHAV BALASAHEB THACKERAY),SHIVSENA (UDDHAV BALASAHEB THACKERAY),karnataka,2023,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SHOSHIT SAMAJ DAL,SHOSHIT SAMAJ DAL,uttar-pradesh,2022,1,7888,Local Party,Shoshit Samaj Dal,SSD,parties.IN.UNK,parties.IN.SSD,alias-add,tcpd-unique,TCPD Party_ID 7888 ('Shoshit Samaj Dal'); bridges to existing canonical via abbreviation 'SSD'.
SHPP,SHPP,haryana,2019,28,24551,,Sarva Hit Party,SHPP,parties.IN.UNK,parties.IN.SHPP,mint-new,tcpd-unique,TCPD Party_ID 24551 ('Sarva Hit Party'); minting new slug 'parties.IN.SHPP' from frequent_abbrev 'SHPP'.
SHRAMAJEEVI PARTY,SHRAMAJEEVI PARTY,telangana,2019-2020,2,7916,Local Party,Shramajeevi Party,SHP,parties.IN.UNK,parties.IN.SSP,alias-add,tcpd-unique,TCPD Party_ID 7916 ('Shramajeevi Party'); bridges to existing canonical via abbreviation 'SHP'.
SHRESHTHATAM RASHTRA PARTY,SHRESHTHATAM RASHTRA PARTY,uttar-pradesh,2019,1,7921,,Shreshthatam Rashtra Party,SHRP,parties.IN.UNK,parties.IN.SHRP,mint-new,tcpd-unique,TCPD Party_ID 7921 ('Shreshthatam Rashtra Party'); minting new slug 'parties.IN.SHRP' from frequent_abbrev 'SHRP'.
SHRP,SHRP,delhi|sikkim,2009-2015,20,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (7921|7931); state-disambiguation also failed across our states (delhi|sikkim).
SHSAP,SHSAP,uttar-pradesh,2014-2017,3,16566,Local Party,Shoshit Sandesh Party,SHSAP,parties.IN.UNK,parties.IN.SHSAP,mint-new,tcpd-unique,TCPD Party_ID 16566 ('Shoshit Sandesh Party'); minting new slug 'parties.IN.SHSAP' from frequent_abbrev 'SHSAP'.
SHTP,SHTP,bihar|delhi,2020,2,24552,,Sarvajan Hitay Party,SHTP,parties.IN.UNK,parties.IN.SHTP,mint-new,tcpd-unique,TCPD Party_ID 24552 ('Sarvajan Hitay Party'); minting new slug 'parties.IN.SHTP' from frequent_abbrev 'SHTP'.
SIKKIM DEMOCRATIC FRONT,SIKKIM DEMOCRATIC FRONT,sikkim,2019,2,7925,State-based Party,Sikkim Democratic Front,SDF,parties.IN.UNK,parties.IN.SDF,alias-add,tcpd-unique,TCPD Party_ID 7925 ('Sikkim Democratic Front'); bridges to existing canonical via abbreviation 'SDF'.
SIKKIM REPUBLICAN PARTY,SIKKIM REPUBLICAN PARTY,sikkim,2019,2,17266,,Sikkim Republican Party,SKPP,parties.IN.UNK,parties.IN.SKPP,mint-new,tcpd-unique,TCPD Party_ID 17266 ('Sikkim Republican Party'); minting new slug 'parties.IN.SKPP' from frequent_abbrev 'SKPP'.
SJAP,SJAP,uttar-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SJD,SJD,kerala,2011,6,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (16577|8009); state-disambiguation also failed across our states (kerala).
SJDD,SJDD,bihar,2015-2020,23,7361,,Samajwadi Janata Dal Democratic,SJDD,parties.IN.UNK,parties.IN.SJDD,mint-new,tcpd-unique,TCPD Party_ID 7361 ('Samajwadi Janata Dal Democratic'); minting new slug 'parties.IN.SJDD' from frequent_abbrev 'SJDD'.
SJEP,SJEP,sikkim,2009,6,7933,Local Party,Sikkim Jan-Ekta Party,SJEP,parties.IN.UNK,parties.IN.SJEP,mint-new,tcpd-unique,TCPD Party_ID 7933 ('Sikkim Jan-Ekta Party'); minting new slug 'parties.IN.SJEP' from frequent_abbrev 'SJEP'.
SJKP,SJKP,karnataka,2013,1,7704,,SARVAJANIK KRANTI PARTY,SJKP,parties.IN.UNK,parties.IN.SJKP,mint-new,tcpd-unique,TCPD Party_ID 7704 ('SARVAJANIK KRANTI PARTY'); minting new slug 'parties.IN.SJKP' from frequent_abbrev 'SJKP'.
SJP,SJP,karnataka,2014,1,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 4 Party_IDs (15138|7363|7690|7991); state-disambiguation also failed across our states (karnataka).
SJPB,SJPB,bihar,2020,2,24993,,Sarv Jan Party (Bharat),SJPB,parties.IN.UNK,parties.IN.SJPB,mint-new,tcpd-unique,TCPD Party_ID 24993 ('Sarv Jan Party (Bharat)'); minting new slug 'parties.IN.SJPB' from frequent_abbrev 'SJPB'.
SJPI,SJPI,telangana,2024,6,24468,,Social Justice Party of India,SJPI,parties.IN.UNK,parties.IN.SJPI,mint-new,tcpd-unique,TCPD Party_ID 24468 ('Social Justice Party of India'); minting new slug 'parties.IN.SJPI' from frequent_abbrev 'SJPI'.
SJPL,SJPL,karnataka,2018,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SJPT,SJPT,madhya-pradesh,2019,1,24384,,Shri Janta Party,SJPT,parties.IN.UNK,parties.IN.SJPT,mint-new,tcpd-unique,TCPD Party_ID 24384 ('Shri Janta Party'); minting new slug 'parties.IN.SJPT' from frequent_abbrev 'SJPT'.
SJSMP,SJSMP,delhi|madhya-pradesh|uttar-pradesh,2019-2024,3,24548,,Sajag Samaj Party,SJSMP,parties.IN.UNK,parties.IN.SJSMP,mint-new,tcpd-unique,TCPD Party_ID 24548 ('Sajag Samaj Party'); minting new slug 'parties.IN.SJSMP' from frequent_abbrev 'SJSMP'.
SJSP,SJSP,haryana,2014-2019,4,7686,,Sarva Jan Smaj Party (Nand Kishore Chawla),SJSP,parties.IN.UNK,parties.IN.SJSP,mint-new,tcpd-unique,TCPD Party_ID 7686 ('Sarva Jan Smaj Party (Nand Kishore Chawla)'); minting new slug 'parties.IN.SJSP' from frequent_abbrev 'SJSP'.
SJUP,SJUP,telangana,2018,5,7991,,Social Justice Party,SJP,parties.IN.UNK,parties.IN.SJP,mint-new,tcpd-unique,TCPD Party_ID 7991 ('Social Justice Party'); minting new slug 'parties.IN.SJP' from frequent_abbrev 'SJP'.
SJVP,SJVP,delhi|punjab,2019-2024,3,7664,,Sanjhi Virasat Party,SJVP,parties.IN.UNK,parties.IN.SJVP,mint-new,tcpd-unique,TCPD Party_ID 7664 ('Sanjhi Virasat Party'); minting new slug 'parties.IN.SJVP' from frequent_abbrev 'SJVP'.
SK,SK,karnataka,2013,2,7923,,Shubha Karnataka,SK,parties.IN.UNK,parties.IN.SK,mint-new,tcpd-unique,TCPD Party_ID 7923 ('Shubha Karnataka'); minting new slug 'parties.IN.SK' from frequent_abbrev 'SK'.
SKJLP,SKJLP,telangana,2024,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SKPP,SKPP,sikkim,2019,10,17266,,Sikkim Republican Party,SKPP,parties.IN.UNK,parties.IN.SKPP,mint-new,tcpd-unique,TCPD Party_ID 17266 ('Sikkim Republican Party'); minting new slug 'parties.IN.SKPP' from frequent_abbrev 'SKPP'.
SLDP,SLDP,punjab,2017-2024,4,7768,,Shiromani Lok Dal Party,SLDP,parties.IN.UNK,parties.IN.SLDP,mint-new,tcpd-unique,TCPD Party_ID 7768 ('Shiromani Lok Dal Party'); minting new slug 'parties.IN.SLDP' from frequent_abbrev 'SLDP'.
SM,SM,uttar-pradesh,2012,2,7721,,Sarwajan Mahasabha,SM,parties.IN.UNK,parties.IN.SM,mint-new,tcpd-unique,TCPD Party_ID 7721 ('Sarwajan Mahasabha'); minting new slug 'parties.IN.SM' from frequent_abbrev 'SM'.
SMARTIP,SMARTIP,madhya-pradesh,2019-2024,5,24382,,Smart Indians Party,SMARTIP,parties.IN.UNK,parties.IN.SMARTIP,mint-new,tcpd-unique,TCPD Party_ID 24382 ('Smart Indians Party'); minting new slug 'parties.IN.SMARTIP' from frequent_abbrev 'SMARTIP'.
SMASP,SMASP,madhya-pradesh,2018,3,7534,,Saman Aadmi Saman Party,SADSP,parties.IN.UNK,parties.IN.SADSP,mint-new,tcpd-unique,TCPD Party_ID 7534 ('Saman Aadmi Saman Party'); minting new slug 'parties.IN.SADSP' from frequent_abbrev 'SADSP'.
SMBSP,SMBSP,haryana|rajasthan|uttar-pradesh,2023-2024,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SMJDRP,SMJDRP,bihar|uttar-pradesh,2024,5,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SMJSKTP,SMJSKTP,bihar,2024,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SMJSNGP,SMJSNGP,punjab,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SMJVKP,SMJVKP,delhi|karnataka|maharashtra|uttar-pradesh,2024,6,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SMJWDLKPRS,SMJWDLKPRS,bihar,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SMKNK,SMKNK,tamil-nadu,2024-2026,10,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SMKP,SMKP,uttar-pradesh,2024,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SMNKJP,SMNKJP,maharashtra,2024,5,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SMSSMJP,SMSSMJP,haryana,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SNHRABHRTP,SNHRABHRTP,punjab,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SNP,SNP,haryana|uttar-pradesh,2012-2019,4,7325,,Samajik Nyaya Party,SNP,parties.IN.UNK,parties.IN.SNP,mint-new,tcpd-unique,TCPD Party_ID 7325 ('Samajik Nyaya Party'); minting new slug 'parties.IN.SNP' from frequent_abbrev 'SNP'.
SNVRP,SNVRP,madhya-pradesh,2018,11,7664,,Sanjhi Virasat Party,SJVP,parties.IN.UNK,parties.IN.SJVP,mint-new,tcpd-unique,TCPD Party_ID 7664 ('Sanjhi Virasat Party'); minting new slug 'parties.IN.SJVP' from frequent_abbrev 'SJVP'.
SNYGWDIP,SNYGWDIP,uttar-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SO,SO,telangana,2016,1,24890,,NA's,SO,parties.IN.UNK,parties.IN.SO,mint-new,tcpd-state,"TCPD Party_ID 24890 (""NA's""); minting new slug 'parties.IN.SO' from frequent_abbrev 'SO'."
SOJP,SOJP,bihar|delhi,2010-2019,7,8010,,Socialist Janata Party,SOJP,parties.IN.UNK,parties.IN.SOJP,mint-new,tcpd-unique,TCPD Party_ID 8010 ('Socialist Janata Party'); minting new slug 'parties.IN.SOJP' from frequent_abbrev 'SOJP'.
SOWP,SOWP,odisha,2014,2,8134,,Socialist Workers Party,SOWP,parties.IN.UNK,parties.IN.SOWP,mint-new,tcpd-unique,TCPD Party_ID 8134 ('Socialist Workers Party'); minting new slug 'parties.IN.SOWP' from frequent_abbrev 'SOWP'.
SP(MP),SP(MP),madhya-pradesh|rajasthan,2018,5,12553,Local Party,Sarvadharam Party (Madhya Pradesh),SDP(MP),parties.IN.UNK,parties.IN.SDP_MP,mint-new,tcpd-unique,TCPD Party_ID 12553 ('Sarvadharam Party (Madhya Pradesh)'); minting new slug 'parties.IN.SDP_MP' from frequent_abbrev 'SDP(MP)'.
SPAKP,SPAKP,bihar|haryana|madhya-pradesh,2019-2024,18,18322,,Sapaks Party,SPAKP,parties.IN.UNK,parties.IN.SPAKP,mint-new,tcpd-unique,TCPD Party_ID 18322 ('Sapaks Party'); minting new slug 'parties.IN.SPAKP' from frequent_abbrev 'SPAKP'.
SPI,SPI,uttar-pradesh|west-bengal,2013-2014,2,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 3 Party_IDs (12819|24892|24893); state-disambiguation also failed across our states (uttar-pradesh|west-bengal).
SPIP,SPIP,chandigarh|haryana|uttar-pradesh,2024,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SPKP,SPKP,madhya-pradesh,2018,107,18322,,Sapaks Party,SPAKP,parties.IN.UNK,parties.IN.SPAKP,mint-new,tcpd-unique,TCPD Party_ID 18322 ('Sapaks Party'); minting new slug 'parties.IN.SPAKP' from frequent_abbrev 'SPAKP'.
SPL,SPL,bihar,2015-2020,9,8176,,Swaraj Party (Loktantrik),SPL,parties.IN.UNK,parties.IN.SPL,mint-new,tcpd-unique,TCPD Party_ID 8176 ('Swaraj Party (Loktantrik)'); minting new slug 'parties.IN.SPL' from frequent_abbrev 'SPL'.
